文件名,说话人名称,说话人ID,日文原文,当前翻译,日文引号数,译文引号数,类别,说明
$3$SP2341,アヴァロ,1,「すごいな。ホクロに刺激を受けると、フィアの中がきゅうきゅうって、締まるっ」,真厉害啊。一刺激到痣，菲亚里面就紧紧、地收缩起来……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「そう、なんだ？　ホクロも、嬉しいのかも、好きって、言ってもらえてぇ」,是、这样的吗……？痣它，听到被说喜欢，或许也很高兴吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「すごい、よぉっ、ふかい、ところまでいっぱい、入り込んでるっ」,……好厉害、呀！深、深的地方……全都、顶进来了……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「フィア、もう、イキそうだっ」,菲亚，我已经，快要射了……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「うんっ、わたし、も、イっちゃうもう、限界だよぉ、きて、もっと、わたしを求めてぇっ、わたしでいっぱい、気持ちよくなってっ」,嗯！我、也、要去了……已经、到极限了啦，来、再多、多要我一点嘛！用我，好好舒服个够……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「あぁ、う、んんっ、くる、くるよぉ、わたしのなか、なにかが、のぼってくるっ」,……啊、呜、唔唔！要来了、要来了啦，我里面、有什么、要涌上来了！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「あっ、あぁ、あぁぁん、んん、ふぁ、あぁぁぁぅ、んっ、やぁ、わたしも、いっちゃうよぉっ、ふあぁぁ、あぁんっ、んんぁぁ、ぅああぁぁぁぁぁああんっ」,啊、啊——、啊嗯——、唔唔、呼啊、啊——呜——、唔！呀、我也、要去了啦！呼啊——、啊嗯！唔嗯——、呜啊啊——嗯——！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「はぁ、はぁはふぅ、目が、チカチカするよ～。刺激が強すぎて、なんだかふらふらするあれ、そういえば中に、出さなかったんだね？」,哈啊、哈啊……呼——，眼睛、都在发花呢～。刺激太强了，整个人都晕乎乎的……咦，说起来，你没有射在里面呢……？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「ああ、うん。ちょっとやりたいことがあってな」,啊啊，嗯。因为有点想做的事,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「こうやってさ、ホクロに塗り付けておこうと思って」,我想着，像这样，把它涂到痣上……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「えへへ～、もう、なにそれ。今日はとことんホクロ尽くしだね」,诶嘿嘿～，真是的，这算什么呀。今天可真是把痣宠爱了个遍呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「あれ？　嫌がらないんだな。嫌だったら謝ろうかなと思ってたんだけど」,……咦？你居然不讨厌啊。我还想着你要是讨厌的话就道个歉呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「え？　なんで？　むしろ嬉しかったけど」,诶？为什么？我反而很高兴呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「そ、そっか。それならいいんだ。どうだ、黒いホクロを俺色に染めてやったぞ」,这、这样啊。那就好。怎么样，我把这颗黑痣染成我的颜色了哦,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「うんっ、もっともっと染めてね！　今度はホクロ以外のところもお願いっ」,嗯！再多、多染一些嘛！接下来，痣以外的地方也拜托啦！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,アヴァロ,1,「そんなに真っ直ぐ見つめないでくれ。イタズラ心が、キリキリと痛む」,……别这么直勾勾地盯着我看。恶作剧的心思，刺痛起来了……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
$3$SP2341,フィア,2,「はぁ、幸せな一日だったなぁ～。ホクロの妖精さんに感謝しなきゃ」,哈啊，真是幸福的一天呢～……。得好好感谢痣之妖精小姐才行,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「ここが、ガイダル商会の本拠地なのか？」,这里就是盖达鲁商会的据点吗……？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ロズリーヌ,7,「分からないわね、なぜあの商人は自分から居場所を伝えたのかしら」,真不明白呢，那个商人为什么要主动把自己的所在地告诉我们呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ロズリーヌ,7,「聞けばガイダル商会は、各地に支部があるのでしょう？　一方的な戦いを演出することだって可能な気がするのだけれど」,听说盖达鲁商会在各地都有支部吧？感觉要上演一场一边倒的战斗，也不是不可能呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ミクシュアナ,9,「あの人間族は、利と確実性を重視するようでした」,那个人类族，似乎更看重利益与稳妥,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ミクシュアナ,9,「おそらく自分の勢力圏に引き込むことで、より確実に我々を追い込むことができると判断したのでしょう」,恐怕他是判断，将我们引入自己的势力范围，就能更稳妥地将我们逼入绝境吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「ここには、俺たち主要な人物を狙い撃ちにする為の罠があると、そう見るべきなんだろうな」,这里应该看作是有专门瞄准我们这些主要人物的陷阱吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ロズリーヌ,7,「なるほど、仕掛けを用意すると言っていたものね。なにか特別な策があるのかもしれない」,原来如此，他说过要准备机关呢。或许他还有特别的计策吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ミクシュアナ,9,「こんな場所をわざわざ<ruby>住処<rt>すみか</rt></ruby>とするなど、良からぬことを考えている証拠でしょう。注意して進むべきです」,特意把这种地方当作住处，正是心怀不轨的证据吧。应当小心前进,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ロズリーヌ,7,「そうねアヴァロ隊長？　ぼうっとして、どうしたの？」,是啊。阿瓦罗队长？你发什么呆呢，怎么了？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「いや、もしかして、ここで俺も生まれたのかなって」,不，我只是在想，说不定我也是在这里出生的呢……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ロズリーヌ,7,「住人は見当たらないわ。ここは人の住める場所では、ないのではないかしら」,没看到住户呢。这里恐怕不是人能居住的地方吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「でもな、我が家って言っていたんだよ。どうしてだろうな。商人が居を構えるには、ここは人が寄りつかなすぎる」,可是啊，他明明说过这是他的家。到底为什么呢。作为商人安家的地方，这里也太让人避而远之了……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「ガイダル」,……盖达鲁,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「楽しんでくれると嬉しいよ。ここがどんなに酷い場所か、噛みしめてくれたまえ」,你们能玩得开心的话，我会很高兴的。这里究竟是怎样残酷的地方，好好体会一番吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「私たちを見捨てた、神と一緒にね」,和抛弃了我们的神一起呢——,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「ガイダル、さん」,……盖达鲁先生……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「追うぞ。ガイダルを叩けばそれで終わりだ」,追上去。只要干掉盖达鲁就结束了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ミクシュアナ,9,「伏兵がいるかもしれません。<ruby>慎重<rt>しんちょう</rt></ruby>にいくべきです」,说不定有伏兵。应当谨慎行事,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ミクシュアナ,9,「これはあの人間族のみではなく、商会という組織を相手取る戦いでしょう」,这场战斗的对手，不只是那个人类族，而是商会这个组织吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「そうか。ここは敵の本拠地、だもんな。ああ、油断せずに進もう！」,这样啊。这里毕竟是敌人的据点嘛。好，我们别大意，前进吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「遺跡の中心部分には城があるのか。思っていたよりもずっと、広い場所みたいだな」,遗迹的中心居然有座城。看起来比我想象的要广阔得多啊,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「なぁ、ディート。この遺跡を見ていると、なにか思い出さないか？」,喂，迪特。看着这座遗迹，你想起什么没有？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ディートヘルム,6,「ああ、この造りには見覚えがあるな。魔力伝達の形式も、<ruby>刻<rt>きざ</rt></ruby>まれている紋様も、城砦のものと同じ種別のものだろう」,嗯，这种构造我看着眼熟。魔力传导的形式也好，镌刻的纹样也好，应该都和城砦的属于同一类吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「やっぱりそうか」,果然是这样啊……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ディートヘルム,6,「インフルース王国の領内で見かけたものは、遺跡や装置自体が壊れていたけどな」,在因夫鲁斯王国境内见过的那些，遗迹和装置本身都已经损坏了就是了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ディートヘルム,6,「ここにあるものは、まだ機能が失われていないと見ていいだろう。どこまで現存しているかは、詳しく調べてみないと分からねぇが」,这里的东西，应该可以认为还没失去机能。不过究竟还存续到什么程度，不仔细调查一番是搞不清楚的,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「城砦には<ruby>搭載<rt>とうさい</rt></ruby>されていない機能があると考えてもよさそうだな。ここは本拠地だ、どんな装置があるか分かったものじゃない」,看来可以认为这里有着城砦没有搭载的功能。这里是据点，会有什么装置根本说不准,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「フィユシア教の目がない場所では、大っぴらに動けるだろうからな」,在菲优希亚教的耳目够不到的地方，自然就能大张旗鼓地行动了吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「よく分かるものだ。さすがは<ruby>鍛梁師<rt>たんりょうし</rt></ruby>といったところかな。遺跡調査はお手の物か」,了解得真透彻。不愧是锻梁师啊。遗迹调查正是你的拿手好戏吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「ガイダル。調査をする前に、一応聞いておくぜ」,盖达鲁。开始调查之前，我先问一句,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「まさかとは思うが、お前はここで<ruby>禁忌<rt>きんき</rt></ruby>の兵器を作り出そうとしているのか？　だったら、壊すしか選択肢がないんだけどな」,虽然觉得不太可能，不过你是打算在这里造出禁忌兵器吗？如果是的话，那我们就只能动手摧毁了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「ククッ、いやいや、ここは兵器を作る為の場所ではないよ。この遺跡は工房じゃない、私たちの祭壇なんだ」,呵呵，不不不，这里可不是制造兵器的地方。这座遗迹不是工房，而是我们的祭坛,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「祭壇？」,祭坛……？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「ああ、奥には特殊な装置があってね。一族が代々蓄えてきた知識が眠っているんだよ」,是啊，深处有特殊的装置。一族代代积累的知识，就沉睡在那里哦,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「っ」,……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「それは先祖が身に付けていた魔術の伝授や、兵器の起動と動作方法、血を用いた契約の手順などが、大切に保管されている」,其中妥善保管着先祖所掌握的魔术传授、兵器的启动与运作方法、以血缔结契约的步骤等,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「つまりここには、過去の記憶が保管してあるということさ。もちろん戦争の成り立ちや、味方になってくれた神との交流の歴史もね」,也就是说，这里保管着过去的记忆。当然，也包括战争的由来，以及与我们结盟的神之间的交流历史哦,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「そ、それ、じゃあ奥に行けば、昔のことが分かるの？」,那、那么，也就是说……去到深处，就能知道过去的事情吗？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「そうだね。失くしてしまったという記憶も、取り返せるかもしれない」,是啊。那些失去的记忆，说不定也能找回来哦,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「」,…………,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「フィア、アイツの言う事を<ruby>鵜呑<rt>うの</rt></ruby>みにしちゃダメだ」,菲亚，别把那个家伙的话当真,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「本当に重要な知識が眠っているなら、城砦の製法を求めて聖地へ向かう必要なんてないはずだ。どうせでっち上げているだけだろう」,如果真的沉睡着重要的知识，那我们就没必要为了城砦的制法前往圣地了。他八成只是在胡编乱造吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「俺たちを<ruby>思惑<rt>おもわく</rt></ruby>通りに動かそうと、綺麗事を並び立てているんだ」,他摆出一堆漂亮话，就是想让我们按他的盘算行动,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「確かめてもみない内から酷い決めつけだ。確かに製法自体は保管できていないが、重要な情報はそれだけだとでも？」,连确认都不去确认，就这么妄下定论。的确，制法本身没能保存下来，但难道重要的信息就只有那一样吗？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「くどいぜ。お前の事は信じない、そう言ったはずだ」,真啰嗦。我说过不相信你了吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「クク、それは君の意見だろう。人は皆それぞれ違う、守りたい大事なものも、絶対に取り戻したいものも」,呵呵，那是你的想法吧。人各有别，想守护的重要之物、无论如何都想夺回之物，也是如此……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「君にフィアさんの気持ちなんて、分かるはずがない。君は決してフィアさんじゃないんだから」,你不可能明白菲亚的心情。毕竟你永远不可能是菲亚,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「がさつな君には、<ruby>一縷<rt>いちる</rt></ruby>の望みにすがりつきたくなる者の気持ちは、一生理解できないかもしれないね」,像你这样粗枝大叶的人，恐怕一辈子也理解不了想抓住一线希望的人的心情呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「ガイダルさん私のことは、まだいいよ。だけどアヴァロを馬鹿にするのは、許せない！」,盖达鲁先生……我自己的事就先算了。但是，侮辱阿瓦罗，我绝不能原谅！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「そうやって、当たり前のことを得意気に語るのがお前の交渉か？」,像这样把理所当然的事说得洋洋得意，这就是你的交涉方式吗？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「確かに同じ人はいない。同じ気持ちを抱くのは難しいかもしれない」,确实，世上没有完全相同的人。要怀有完全相同的心情，或许很难……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「だからこそ俺たちはお互いを理解しようと支え合い、歩み寄るんだろうが！」,正因为如此，我们才会相互理解、相互扶持，一步步靠近彼此啊！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「俺たちの関係性を、築いてきた絆を、訳知り顔で語ってんじゃねぇ！」,别摆出一副什么都懂的样子，来评价我们的关系、我们一路建立起来的纽带！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「そうかい？　ククク、そうやって怒るのは、図星を突かれたからじゃないのかな？」,是吗？呵呵呵，你这么生气，是不是因为被我说中了心事呢？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「フィアさん、私を信じてくれれば、少なくとも記憶がないことによる不安は解消させられるよ。どうかな？」,菲亚，只要你肯相信我，至少能替你消除因没有记忆而产生的不安哦。意下如何？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「誘いをかけるのは止めろと、言ったはずだ」,我说过，别再来诱惑她了吧,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「なにが楽しいのか分からないけどな。お前がそうやって揺さぶりをかけている限り、俺たちはお前の味方にはならねぇよ」,虽然不知道这有什么好玩的。但只要你还这样动摇人心，我们就绝不会站到你那边,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,アヴァロ,1,「迷惑ばかりかけるその口を俺が封じてやるよ、覚悟しな。ガイダル！！」,你那张尽惹麻烦的嘴，就由我来封上吧，做好觉悟！盖达鲁！！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「ぅ、んあれ、ここは？」,唔、嗯……咦，这里是……？,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「おや、お目覚めかい？　ご機嫌はいかがかな」,哦呀，你醒了？心情如何呀,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「ガイダルさんあ、あれ、な、なんで私、動けなくさせられてっ」,盖达鲁先生……咦、咦，为、为什么我，动不了了……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「それはね、これからフィアさんを封じ込めるからだよ。抵抗されては面倒だからね」,那是因为，接下来我要把菲亚封存起来。要是你反抗的话，会很麻烦的,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「封じ、込めるまさか、城砦みたいに、魔石の中に」,……封、封存起来……难道，要像城砦那样，把我封进魔石里,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「うぅ、私、馬鹿だ記憶が取り戻せるって、勝手に舞い上がってっ」,呜呜，我真是个笨蛋……听说能找回记忆，就自作主张地得意忘形……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「クク、気にすることはない。今すぐに、その不安を解消してあげるからね」,呵呵，不必担心。我这就替你消除那份不安,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「なにせ魔石の中に入れば、君の意識は眠りについてしまう。君が過去に<ruby>脅<rt>おび</rt></ruby>えることもなくなるさ」,毕竟一旦进入魔石，你的意识便会陷入沉睡。你也不会再为过去而恐惧了,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「わ、私を封じ込めても無駄だよ。もうアヴァロと契約をしてる。城砦と繋がっているのは、アヴァロだもん」,你、你把我封起来也没用的。我已经和阿瓦罗缔结契约了。和城砦相连的，是阿瓦罗嘛,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「それに、私は絶対に貴方と契約なんかしない！！」,而且，我绝不会和你缔结契约的！！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「ククッ。ああ、それは心配いらないよ」,呵呵。啊，这个你大可不必担心,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「私は契約を上書きする方法を知っている。少々面倒だが、その為にこの場を用意した」,我知道覆盖契约的方法。虽然有些麻烦，但为了这个目的，我准备了这处场所,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「儀式が<ruby>滞<rt>とどこお</rt></ruby>りなく終了すれば、君とアヴァロ君の繋がりは消える。君は、私のものになるんだ」,一旦仪式顺利结束，你和阿瓦罗的联系就会消失。而你，将成为我的人,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「そ、そんなこと、させないよ」,……我、我不会让你得逞的,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「アヴァロも、みんなもすぐに助けに駆けつけてくれる。その時は貴方だってお終いだよ」,阿瓦罗，还有大家……很快就会赶来救我的。到那时，你也就完了哦,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「みんなが来てくれるまで、私も必死に抵抗してみせる！」,在大家赶来之前，我也会拼命抵抗给你们看！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「いいね。実に素晴らしい無駄な<ruby>足掻き<rt>あが</rt></ruby>だ」,很好。真是相当精彩的徒劳挣扎,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「こうなってしまえば君の意思など関係ない。必要なのは時間だけ、私の魔力が君を犯し尽くすまでの<ruby>猶予<rt>ゆうよ</rt></ruby>だけさ」,事到如今，你的意志已经无关紧要。需要的只是时间，是我将魔力彻底浸透你之前的那点宽限而已,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「儀式はもう始まっている。感じないかな？　魔力が少しずつ、君を<ruby>蝕<rt>むしば</rt></ruby>んでいるのを」,仪式已经开始了。你难道感觉不到吗？魔力正在一点一点地侵蚀着你,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,フィア,2,「っ、く、うぅぅ！」,……！唔、呜呜……！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「さて、君が言うとおり、アヴァロ君が追ってきているようだ。間に合うかどうか楽しみだね」,好了，正如你所说，阿瓦罗似乎追上来了。他能否赶得上，真让人期待呢,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC0710,ガイダル,aa,「君が意思なき人形となる瞬間を、ぜひ見せてあげるといい。クク、クククッ、クフハハハハハハッ」,你变成没有意志的人偶的那一刻，可得让我亲眼见识见识。呵呵、呵呵呵、呵呵哈哈哈哈哈！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC4300,アヴァロ,1,「まずは周りにある装置を止めることから始めよう。<ruby>鍛梁師<rt>たんりょうし</rt></ruby>の俺たちならどうにかできるはずだ」,先从停掉周围的装置开始吧。身为锻梁师的我们，应该有办法做到的。,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC4300,ディートヘルム,6,「よーし、俺様もいっちょ派手にやってやるか」,好嘞，本大爷也来大干一场吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC4300,アヴァロ,1,「俺たちの全ての力でこの場を乗り切るぞ」,我们使出全部力量，闯过这一关！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC4300,アヴァロ,1,「高純度の魔力がパライアに集まっていく。あれだけの再生能力を相手になんかできないぞ」,高纯度的魔力正不断汇集到帕莱雅身上。那种再生能力，我们根本不是对手啊。,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC4300,アヴァロ,1,「４つの装置が<ruby>軸<rt>じく</rt></ruby>となっているみたいだ。やはり、その装置を先に止めないと」,那四个装置似乎是轴心。果然，还是得先把那些装置停掉才行啊。,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,カトリト,a,「や、やだっ、こっち来ないでっ」,不、不要……不要过来！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,カトリト,a,「じじ様、たすけてっアヴァロ、たすけてっ」,爷爷，救救我……阿瓦罗，救救我……,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
SC5490,キスニル,5,「ギルシュ殿下、お覚悟を！」,吉尔什殿下，请做好觉悟吧！,2,0,LOST,日文有「」/『』引号但译文完全没有任何引号字形（含中文弯引号），引号丢失
